gene_accession_id,MGI:1915814
gene_symbol,Nufip2
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_GRS_009_001
pvalue,0.4399284
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,dbo4428fd6273u8
