gene_accession_id,MGI:1915087
Gene_symbol,Tiprl
Mouse_strain,C57BL
Mouse_life_stage,E12.5
Parameter_id,IMPC_ABR_008_001
Pvalue,0.8297104
Parameter_name,18kHz-evoked ABR Threshold
Analysis_id,1779491e0t6zkt6
