gene_accession_id,MGI:1341881
gene_symbol,Syngr3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_013_001
pvalue,0.05846834
parameter_name,Periphery average speed
analysis_id,s3c13jo3027f63q
