gene_accession_id,MGI:1859214
gene_symbol,Pmm2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_002_001
pvalue,0.256405
parameter_name,Red blood cell count
analysis_id,gmn46u8ec9r60ef
