gene_accession_id,MGI:2676312
gene_symbol,Abca12
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,M-G-P_004_001_001
pvalue,0.5238006
parameter_name,Body Weight
analysis_id,q419l9b7596swb6
