gene_accession_id,MGI:1298378
gene_symbol,Dhcr7
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_EYE_083_001
pvalue,0.6611028
parameter_name,Vitreous
analysis_id,vorb3gf82i210z4
