gene_accession_id,MGI:2159324
gene_symbol,Cln6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_063_001
pvalue,0.3110888
parameter_name,Delayed embryonic development
analysis_id,80y8i75atf914f4
