gene_accession_id,MGI:96546
gene_symbol,Il1r2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_002_001
pvalue,0.1982141
parameter_name,HR
analysis_id,f19fk39g7jkh9gn
