gene_accession_id,MGI:96412
gene_symbol,Ide
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_007_001
pvalue,0.8508381
parameter_name,BMC/Body weight
analysis_id,gc35ox5f2k6138n
