gene_accession_id,MGI:2675296
gene_symbol,Crebzf
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_069_001
pvalue,0.1436783
parameter_name,Delayed embryonic development
analysis_id,p6or15uhxsthv09
