gene_accession_id,MGI:96194
gene_symbol,Hoxc12
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_020_001_001
pvalue,0.5980686
parameter_name,Body Weight
analysis_id,z2g10y2qqv2w38o
