gene_accession_id,MGI:1195272
gene_symbol,Eda
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_034_001
pvalue,0.2826161
parameter_name,% Pre-pulse inhibition - PPI2
analysis_id,n9ow1hom9l635wf
