gene_accession_id,MGI:1913721
gene_symbol,Anp32e
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_023_001
pvalue,0.588953
parameter_name,Alpha-amylase
analysis_id,3m7wk0gqay5313c
