gene_accession_id,MGI:105089
gene_symbol,Hsd17b4
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,ESLIM_011_001_705
pvalue,0.5027569
parameter_name,Global prepulse inhibition
analysis_id,o6365qu27doi98q
