gene_accession_id,MGI:2675296
gene_symbol,Crebzf
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_007
pvalue,0.5936033
parameter_name,Periphery - resting time
analysis_id,ff7h3v4ux9432u0
