gene_accession_id,MGI:96546
gene_symbol,Il1r2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_017_001
pvalue,1.354669
parameter_name,Number of caudal vertebrae
analysis_id,4bmg861fvf948lp
