gene_accession_id,MGI:1298378
gene_symbol,Dhcr7
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_CSD_030_001
pvalue,0.7087062
parameter_name,Tremor
analysis_id,13428b7w3s4qqm2
