parameter_name,% Pre-pulse inhibition - Global
mouse_strain,C57BL
analysis_id,b84a4udis7c5rf5
gene_symbol,Slc29a3
pvalue,0.5295466
mouse_life_stage,Early adult
gene_accession_id,MGI:1918529
parameter_id,IMPC_ACS_037_001
