gene_accession_id,MGI:2148802
gene_symbol,Sec16b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_011_001
pvalue,0.2266996
parameter_name,Initial response to glucose challenge
analysis_id,xikpqxr7vuiag2r
