gene_accession_id,MGI:2136381
gene_symbol,Hadhb
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_CBC_013_001
pvalue,0.8578335
parameter_name,Alanine aminotransferase
analysis_id,47629g4g7vp7513
