parameter_name,Number of rears - total
parameter_id,JAX_OFD_021_001
mouse_strain,C57BL
gene_symbol,Zfp385c
gene_accession_id,MGI:3608347
mouse_life_stage,Early adult
pvalue,0.1594705
analysis_id,qil0p8haz1gl854
