gene_accession_id,MGI:2676312
gene_symbol,Abca12
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_CSD_014_001
pvalue,0.4800026
parameter_name,Coat - hair texture / appearance - back
analysis_id,n70m30s4x77f2fu
