gene_accession_id,MGI:2388267
gene_symbol,Bicdl2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_017_001
pvalue,0.6414268
parameter_name,Number of caudal vertebrae
analysis_id,vd485yy4ua56g86
