gene_accession_id,MGI:98495
gene_symbol,Tbx3
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_GEO_063_001
pvalue,0.3155655
parameter_name,Craniofacial morphology
analysis_id,21ib71u42g8494j
