gene_accession_id,MGI:105089
gene_symbol,Hsd17b4
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_008_001_003
pvalue,0.684345
parameter_name,Defecation
analysis_id,s90u322lk7c5sc2
