gene_accession_id,MGI:1341881
gene_symbol,Syngr3
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_CBC_023_001
pvalue,0.5864255
parameter_name,Alpha-amylase
analysis_id,kql0u3quw6x2vdk
