gene_accession_id,MGI:894318
gene_symbol,Cdk14
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_007
pvalue,0.6618368
parameter_name,Periphery - resting time
analysis_id,2oln9fb5t8xn9v0
