gene_accession_id,MGI:2154240
gene_symbol,Plxnb3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_003
pvalue,0.577207
parameter_name,Defecation
analysis_id,3n3co2968c1238r
