gene_accession_id,MGI:97312
gene_symbol,Nfkb1
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_017_001
pvalue,0.1040591
parameter_name,Triglycerides
analysis_id,266kf79dxls7ms5
