gene_accession_id,MGI:2154240
gene_symbol,Plxnb3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_054_001
pvalue,0.736436
parameter_name,Magnesium
analysis_id,2789v33hlvr41k0
