gene_accession_id,MGI:1915814
gene_symbol,Nufip2
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,MGP_IMM_071_001
pvalue,0.1428391
parameter_name,Total CD4+ T cells - % of CD45+
analysis_id,cf252145z585y4s
