gene_accession_id,MGI:1933155
gene_symbol,Arl4d
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,impc_dxa_008_001
pvalue,0.3180829
parameter_name,Lean/Body weight
analysis_id,d32lwu7i263fzz2
