gene_accession_id,MGI:2685751
gene_symbol,Tmem171
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_002
pvalue,0.9565019
parameter_name,PP1 startle magnitude
analysis_id,12s2qd2rm3275ay
