gene_accession_id,MGI:1915087
gene_symbol,Tiprl
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_GEP_011_002
pvalue,0.6122884
parameter_name,Hemorrhage
analysis_id,tnnc8m1hl73g9ax
