gene_accession_id,MGI:105089
gene_symbol,Hsd17b4
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_DXA_009_001
pvalue,0.8705297
parameter_name,Fat/Body weight
analysis_id,jz1lk19ci040i04
