gene_accession_id,MGI:1919618
gene_symbol,Borcs8
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,M-G-P_016_001_006
pvalue,0.6268849
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,28k158asp6k8402
