gene_accession_id,MGI:2182543
gene_symbol,Grhl2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_ECG_031_001
pvalue,0.6340394
parameter_name,Abnormal ECG detected
analysis_id,xgf018ln71k742x
