gene_accession_id,MGI:1917345
gene_symbol,Zfp512
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_020_001
pvalue,0.4108696
parameter_name,Distance travelled - total
analysis_id,5ll17r1a22pj91i
