gene_accession_id,MGI:1915087
gene_symbol,Tiprl
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_003_001
pvalue,0.4963181
parameter_name,Chloride
analysis_id,ox999h63wzejz9a
