gene_accession_id,MGI:99953
gene_symbol,Gja8
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_069_001
pvalue,0.9407546
parameter_name,Delayed embryonic development
analysis_id,q3dmo7zzzhjz70u
