gene_accession_id,MGI:2136381
gene_symbol,Hadhb
mouse_strain,C50BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_032_001
pvalue,0.07171122
parameter_name,Lymphocyte cell count
analysis_id,37w00u7p6j13efz
