gene_accession_id,MGI:1101778
gene_symbol,Bmx
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_062_001
pvalue,0.8480661
parameter_name,Abdominal wall
analysis_id,zrn21it5t6s625g
