gene_accession_id,MGI:1933155
gene_symbol,Arl4d
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,JAX_PLC_004_001
pvalue,0.7091929
parameter_name,Glucose
analysis_id,7tbv6ep16sf9t27
