gene_accession_id,MGI:96546
gene_symbol,Il1r2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_013
pvalue,0.2735951
parameter_name,Startle response
analysis_id,6e7ccz0mcfkb301
