gene_accession_id,MGI:1929492
gene_symbol,Atl2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_013
pvalue,0.9010321
parameter_name,Startle response
analysis_id,rhtw25r79411d1j
