gene_accession_id,MGI:3608347
gene_symbol,Zfp385c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_010
pvalue,0.77328
parameter_name,PP4 + pulse startle magnitude
analysis_id,49hqk4x69900g58
