parameter_name,Coat - color - abdomen
mouse_strain,C56BL
analysis_id,8x21n4cp93xto1z
gene_accession_id,MGI:1341881
mouse_life_stage,Early adult
pvalue,0.6034606
parameter_id,IMPC_CSD_007_001
gene_symbol,Syngr3
