gene_accession_id,MGI:1918248
gene_symbol,Phf6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_002_001
pvalue,0.7180362
parameter_name,HR
analysis_id,2872ul06j724657
