gene_accession_id,MGI:2685948
gene_symbol,Irgc
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_017_001
pvalue,0.127688
parameter_name,Number of caudal vertebrae
analysis_id,mad3o82273qh3wr
