gene_accession_id,MGI:2676312
gene_symbol,Abca12
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,M-G-P_016_001_006
pvalue,0.2698645
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,iw655r6f3a4ct69
