gene_accession_id,MGI:1861457
gene_symbol,Dynll1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_705
pvalue,0.3459487
parameter_name,Global prepulse inhibition
analysis_id,m10d53peeboom3c
