gene_accession_id,MGI:103556
gene_symbol,Cxcl12
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_011_002
pvalue,0.09050726
parameter_name,Hemorrhage
analysis_id,j177zl0c3x7w2c8
