gene_accession_id,MGI:1859638
gene_symbol,Pqbp1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_DXA_008_001
pvalue,0.8899768
parameter_name,Lean/Body weight
analysis_id,0105989p86xaxa5
