gene_accession_id,MGI:2685948
gene_symbol,Irgc
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_704
pvalue,0.7991276
parameter_name,Prepulse inhibition - PP4
analysis_id,v315v7z371xxxw6
