Gene_accession_id,MGI:1298378
Gene_symbol,Dhcr7
Mouse_strain,C57BL
Mouse_life_stage,E15.5
parameter_id,IMPC_CSD_062_001
Pvalue,0.7227063
Parameter_name,Skin texture - whole body
Analysis_id,55b4s0uwo15kt33
