gene_accession_id,MGI:1924170
gene_symbol,Arrdc5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_037_001
pvalue,0.3216562
parameter_name,% Pre-pulse inhibition - Global
analysis_id,u9713vpuy90a7i4
