gene_accession_id,MGI:2182543
gene_symbol,Grhl2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,BCMLA_EYE_067_001
pvalue,0.7326995
parameter_name,Left anterior chamber depth
analysis_id,kc149629t69xt6c
