gene_accession_id,MGI:2147134
gene_symbol,Fbxo11
mouse_strain,C3H
mouse_life_stage,Early adult
parameter_id,M-G-P_025_001_017
pvalue,0.4142356
parameter_name,Total cholesterol
analysis_id,36561rdh34s074r
