gene_accession_id,MGI:3608347
gene_symbol,Zfp385c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_071_001
pvalue,0.8989648
parameter_name,Total CD4+ T cells - % of CD45+
analysis_id,fl2v8d5w6fg0tto
