gene_accession_id,MGI:2684931
gene_symbol,Tbc1d31
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_005_001
pvalue,0.9801714
parameter_name,Fractional Shortening
analysis_id,7732ih396yi83kl
