gene_accession_id,MGI:1098779
gene_symbol,Cdk2ap2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_017_001
pvalue,0.2469087
parameter_name,Number of caudal vertebrae
analysis_id,18821vilr58icb6
