gene_accession_id,MGI:1918529
gene_symbol,Slc29a3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_063_001
pvalue,0.4054275
parameter_name,Delayed embryonic development
analysis_id,8b44s349d942z9u
