gene_accession_id,MGI:1918248
gene_symbol,Phf6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_020_001
pvalue,0.8732675
parameter_name,Distance travelled - total
analysis_id,de9j4f5y1gkqi07
