gene_accession_id,MGI:2685084
gene_symbol,C2cd4c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_009_001
pvalue,0.238813
parameter_name,Fat/Body weight
analysis_id,61kt45b6627k9g9
